# registration_date,channel_id,channel_name,metric1,metric2,metric3,stream_date,stream_duration,peak_viewers
02/04/2023,D3981,DreamHackCS,72454,12853095,21053,10/08/2025,01:25:53,10281
02/04/2023,D3981,DreamHackCS,72454,12853095,21053,24/07/2025,01:03:46,19275
18/06/2022,B8364,Bugha,87860,19512632,36742,27/07/2025,02:12:33,17324
18/06/2022,B8364,Bugha,87860,19512632,36742,10/08/2025,01:11:55,18701
18/06/2022,B8364,Bugha,87860,19512632,36742,28/07/2025,00:30:46,13300
18/06/2022,B8364,Bugha,87860,19512632,36742,17/07/2025,00:09:29,3519
18/06/2022,B8364,Bugha,87860,19512632,36742,26/07/2025,00:52:15,3118
18/06/2022,B8364,Bugha,87860,19512632,36742,31/07/2025,00:31:46,19667
05/05/2022,P1380,Papaplatte,582089,21254933,50957,17/07/2025,02:27:57,19141
05/05/2022,P1380,Papaplatte,582089,21254933,50957,26/07/2025,00:27:41,6307
05/05/2022,P1380,Papaplatte,582089,21254933,50957,28/07/2025,02:25:33,11581
05/05/2022,P1380,Papaplatte,582089,21254933,50957,06/08/2025,01:50:22,7688
05/05/2022,P1380,Papaplatte,582089,21254933,50957,17/07/2025,01:33:08,10603
05/12/2023,D9988,DrDisrespect,76568,7422911,47683,30/08/2025,01:30:22,19833
05/12/2023,D9988,DrDisrespect,76568,7422911,47683,06/08/2025,00:38:53,10823
05/12/2023,D9988,DrDisrespect,76568,7422911,47683,19/08/2025,02:24:11,13347
05/12/2023,D9988,DrDisrespect,76568,7422911,47683,25/08/2025,02:23:11,3985
05/12/2023,D9988,DrDisrespect,76568,7422911,47683,18/07/2025,00:55:39,4938
05/12/2023,D9988,DrDisrespect,76568,7422911,47683,27/08/2025,02:07:32,15096
05/12/2023,D9988,DrDisrespect,76568,7422911,47683,21/08/2025,01:02:56,12273
05/12/2023,D9988,DrDisrespect,76568,7422911,47683,02/08/2025,00:41:46,16536
04/02/2023,N7269,NOBRU,183911,17820367,22759,27/08/2025,02:27:02,4303
04/02/2023,N7269,NOBRU,183911,17820367,22759,02/09/2025,01:38:06,2043
04/02/2023,N7269,NOBRU,183911,17820367,22759,13/08/2025,02:22:15,19518
01/06/2023,A1791,alanzoka,1445590,39439261,85073,24/08/2025,00:51:47,17003
01/06/2023,A1791,alanzoka,1445590,39439261,85073,27/07/2025,01:48:23,4168
01/06/2023,A1791,alanzoka,1445590,39439261,85073,15/07/2025,00:00:10,8987
01/06/2023,A1791,alanzoka,1445590,39439261,85073,21/08/2025,00:43:47,19974
01/06/2023,A1791,alanzoka,1445590,39439261,85073,14/08/2025,01:33:31,17710
01/06/2023,A1791,alanzoka,1445590,39439261,85073,27/08/2025,02:09:56,3710
01/06/2023,A1791,alanzoka,1445590,39439261,85073,19/08/2025,01:34:04,16041
01/06/2023,A1791,alanzoka,1445590,39439261,85073,24/07/2025,02:07:23,1310
12/04/2023,D6103,dakotaz,128907,21331882,26572,01/08/2025,01:32:46,16442
12/04/2023,D6103,dakotaz,128907,21331882,26572,24/07/2025,02:04:30,7819
12/04/2023,D6103,dakotaz,128907,21331882,26572,15/07/2025,00:36:16,18341
12/04/2023,D6103,dakotaz,128907,21331882,26572,20/07/2025,00:50:25,11153
27/10/2022,T5633,TFBlade,158934,51523747,233009,16/07/2025,00:45:48,17973
27/10/2022,T5633,TFBlade,158934,51523747,233009,30/08/2025,01:09:12,3031
27/10/2022,T5633,TFBlade,158934,51523747,233009,15/07/2025,01:44:44,15753
27/10/2022,T5633,TFBlade,158934,51523747,233009,19/07/2025,02:12:54,17535
27/10/2022,T5633,TFBlade,158934,51523747,233009,20/08/2025,02:12:05,2511
27/10/2022,T5633,TFBlade,158934,51523747,233009,18/08/2025,00:35:02,15570
27/10/2022,T5633,TFBlade,158934,51523747,233009,03/09/2025,01:46:49,8189
23/09/2021,T2754,Thijs,57681,11535871,16289,12/08/2025,00:33:43,10733
23/09/2021,T2754,Thijs,57681,11535871,16289,20/08/2025,02:25:24,8401
04/03/2021,F2540,fps_shaka,164792,18534278,33966,14/08/2025,02:15:50,10084
04/03/2021,F2540,fps_shaka,164792,18534278,33966,09/08/2025,01:10:09,18953
04/03/2021,F2540,fps_shaka,164792,18534278,33966,30/07/2025,00:08:38,5869
04/03/2021,F2540,fps_shaka,164792,18534278,33966,09/08/2025,00:45:10,3936
04/03/2021,F2540,fps_shaka,164792,18534278,33966,30/08/2025,00:41:15,15423
19/11/2023,B7959,BLASTPremier,552959,23472239,42230,16/07/2025,00:35:46,16711
19/11/2023,B7959,BLASTPremier,552959,23472239,42230,05/08/2025,02:17:20,4140
11/04/2021,X3217,xQcOW,260993,29821162,329195,04/08/2025,00:22:19,14909
11/04/2021,X3217,xQcOW,260993,29821162,329195,24/08/2025,01:05:14,12312
11/04/2021,X3217,xQcOW,260993,29821162,329195,01/09/2025,00:55:58,1263
11/04/2021,X3217,xQcOW,260993,29821162,329195,16/07/2025,01:07:35,13455
11/04/2021,X3217,xQcOW,260993,29821162,329195,08/08/2025,02:01:36,13012
11/04/2021,X3217,xQcOW,260993,29821162,329195,22/07/2025,00:53:38,1306
11/04/2021,X3217,xQcOW,260993,29821162,329195,21/07/2025,01:50:49,7144
11/04/2021,X3217,xQcOW,260993,29821162,329195,08/08/2025,00:17:49,17538
11/04/2021,X3217,xQcOW,260993,29821162,329195,15/07/2025,00:05:34,19405
18/08/2023,L1975,LEC,704327,18756705,45671,02/09/2025,02:20:21,16003
18/08/2023,L1975,LEC,704327,18756705,45671,20/07/2025,02:29:54,6852
18/08/2023,L1975,LEC,704327,18756705,45671,24/08/2025,01:54:16,7203
18/08/2023,L1975,LEC,704327,18756705,45671,17/07/2025,01:28:51,7848
18/08/2023,L1975,LEC,704327,18756705,45671,26/08/2025,00:15:15,9680
18/08/2023,L1975,LEC,704327,18756705,45671,18/07/2025,01:41:32,2394
18/08/2023,L1975,LEC,704327,18756705,45671,31/07/2025,00:46:50,11715
09/08/2022,Y7723,YoDa,275934,28759226,212201,14/08/2025,02:27:46,874
09/08/2022,Y7723,YoDa,275934,28759226,212201,16/08/2025,01:41:39,10421
09/08/2022,Y7723,YoDa,275934,28759226,212201,30/08/2025,00:40:35,13142
09/08/2022,Y7723,YoDa,275934,28759226,212201,22/07/2025,00:25:26,1836
09/08/2022,Y7723,YoDa,275934,28759226,212201,27/08/2025,02:00:17,18088
09/08/2022,Y7723,YoDa,275934,28759226,212201,07/08/2025,00:42:05,12174
09/08/2022,Y7723,YoDa,275934,28759226,212201,28/07/2025,02:11:59,16590
09/08/2022,Y7723,YoDa,275934,28759226,212201,31/07/2025,00:03:00,13825
20/01/2023,C4173,Castro_1021,365303,13585178,32671,14/08/2025,01:32:42,11092
20/01/2023,C4173,Castro_1021,365303,13585178,32671,28/07/2025,01:19:34,11262
20/01/2023,C4173,Castro_1021,365303,13585178,32671,13/08/2025,00:54:48,18948
20/01/2023,C4173,Castro_1021,365303,13585178,32671,30/07/2025,00:57:26,18455
20/01/2023,C4173,Castro_1021,365303,13585178,32671,20/07/2025,00:51:28,1933
20/01/2023,C4173,Castro_1021,365303,13585178,32671,22/07/2025,00:21:38,5207
20/01/2023,C4173,Castro_1021,365303,13585178,32671,06/08/2025,01:01:40,14098
20/01/2023,C4173,Castro_1021,365303,13585178,32671,31/07/2025,02:23:06,18433
05/08/2022,S9595,Swagg,428942,16786627,135471,03/09/2025,00:55:24,13122
05/08/2022,S9595,Swagg,428942,16786627,135471,29/07/2025,00:04:44,7029
16/06/2021,H5120,handongsuk,124038,20638084,25263,02/08/2025,00:50:40,5738
16/06/2021,H5120,handongsuk,124038,20638084,25263,28/07/2025,01:33:14,8903
16/06/2021,H5120,handongsuk,124038,20638084,25263,21/08/2025,00:51:06,6048
16/06/2021,H5120,handongsuk,124038,20638084,25263,01/08/2025,02:12:31,12482
16/06/2021,H5120,handongsuk,124038,20638084,25263,02/09/2025,00:47:10,19946
16/06/2021,H5120,handongsuk,124038,20638084,25263,14/08/2025,00:10:41,14356
16/06/2021,H5120,handongsuk,124038,20638084,25263,16/07/2025,00:19:54,12461
16/06/2021,H5120,handongsuk,124038,20638084,25263,17/07/2025,01:59:28,6929
16/11/2022,V3980,Vader,133195,15517436,43253,07/08/2025,00:49:31,16543
16/11/2022,V3980,Vader,133195,15517436,43253,18/08/2025,02:23:42,3527
16/11/2022,V3980,Vader,133195,15517436,43253,31/08/2025,00:42:58,16222
16/11/2022,V3980,Vader,133195,15517436,43253,06/08/2025,01:04:32,13794
16/11/2022,V3980,Vader,133195,15517436,43253,16/07/2025,00:22:03,3339
20/09/2022,D9011,Dota2RuHub,379973,12449595,49379,26/07/2025,00:18:33,13780
20/09/2022,D9011,Dota2RuHub,379973,12449595,49379,18/07/2025,02:23:45,12239
20/09/2022,D9011,Dota2RuHub,379973,12449595,49379,02/08/2025,01:54:43,14227
20/09/2022,D9011,Dota2RuHub,379973,12449595,49379,03/09/2025,01:46:36,7852
20/09/2022,D9011,Dota2RuHub,379973,12449595,49379,26/07/2025,00:55:12,12643
20/09/2022,D9011,Dota2RuHub,379973,12449595,49379,16/08/2025,01:18:20,9103
17/12/2022,N1843,Nightblue3,121422,16228039,483530,06/08/2025,01:02:19,8046
17/12/2022,N1843,Nightblue3,121422,16228039,483530,21/07/2025,00:10:04,12729
17/12/2022,N1843,Nightblue3,121422,16228039,483530,10/08/2025,01:34:03,10116
17/06/2023,J9571,JLTomy,192000,16800930,100330,27/07/2025,01:10:53,19347
17/06/2023,J9571,JLTomy,192000,16800930,100330,20/07/2025,00:55:58,7664
17/06/2023,J9571,JLTomy,192000,16800930,100330,17/07/2025,02:15:28,18743
17/06/2023,J9571,JLTomy,192000,16800930,100330,21/08/2025,02:08:55,14780
17/06/2023,J9571,JLTomy,192000,16800930,100330,01/08/2025,00:23:03,13274
17/06/2023,J9571,JLTomy,192000,16800930,100330,01/09/2025,00:57:53,11777
15/12/2021,O5216,OgamingLoL,1118169,26996445,130401,24/07/2025,02:21:27,12293
15/12/2021,O5216,OgamingLoL,1118169,26996445,130401,19/08/2025,01:48:53,12583
15/12/2021,O5216,OgamingLoL,1118169,26996445,130401,01/08/2025,01:47:06,8753
15/12/2021,O5216,OgamingLoL,1118169,26996445,130401,08/08/2025,02:28:32,16035
15/12/2021,O5216,OgamingLoL,1118169,26996445,130401,15/07/2025,01:57:58,11730
15/12/2021,O5216,OgamingLoL,1118169,26996445,130401,21/08/2025,01:00:10,18503
15/12/2021,O5216,OgamingLoL,1118169,26996445,130401,04/08/2025,00:28:14,13601
01/07/2022,D6508,ddahyoni,240442,31456198,262273,11/08/2025,00:24:56,3398
11/01/2021,W9056,WePlayEsport_EN,108466,27464678,29927,03/09/2025,00:05:27,14071
16/12/2023,E5537,Elraenn,136341,60194490,66781,16/08/2025,01:04:03,13807
23/04/2023,M8991,Mizkif,489250,18504106,43397,07/08/2025,00:51:55,17546
23/04/2023,M8991,Mizkif,489250,18504106,43397,06/08/2025,00:19:29,5369
23/04/2023,M8991,Mizkif,489250,18504106,43397,03/09/2025,01:35:19,4056
23/04/2023,M8991,Mizkif,489250,18504106,43397,20/08/2025,00:04:34,7854
20/02/2023,A2849,aceu,197486,23738903,36971,01/08/2025,01:58:26,3530
23/04/2021,L5199,LCS,66513,17095676,16681,22/07/2025,00:36:44,13170
23/04/2021,L5199,LCS,66513,17095676,16681,22/07/2025,02:16:48,1609
23/04/2021,L5199,LCS,66513,17095676,16681,21/08/2025,01:20:58,1302
23/04/2021,L5199,LCS,66513,17095676,16681,06/08/2025,01:01:22,13909
23/04/2021,L5199,LCS,66513,17095676,16681,15/07/2025,01:37:30,12462
23/04/2021,L5199,LCS,66513,17095676,16681,21/07/2025,00:54:24,11117
23/04/2021,L5199,LCS,66513,17095676,16681,26/07/2025,00:09:01,5515
02/08/2023,R8571,riotgames,2085831,45579002,112160,28/07/2025,00:48:21,18232
02/08/2023,R8571,riotgames,2085831,45579002,112160,29/08/2025,00:05:27,9060
02/08/2023,R8571,riotgames,2085831,45579002,112160,11/08/2025,00:56:09,18673
02/08/2023,R8571,riotgames,2085831,45579002,112160,10/08/2025,00:15:20,11657
02/08/2023,R8571,riotgames,2085831,45579002,112160,01/09/2025,01:34:23,6373
02/08/2023,R8571,riotgames,2085831,45579002,112160,03/08/2025,00:31:45,13903
02/08/2023,R8571,riotgames,2085831,45579002,112160,10/08/2025,02:14:19,11180
02/08/2023,R8571,riotgames,2085831,45579002,112160,15/08/2025,00:17:01,14680
02/08/2023,R8571,riotgames,2085831,45579002,112160,20/08/2025,02:22:07,17824
06/09/2022,A9646,Asmongold,124020,25815105,47638,01/09/2025,01:56:44,2126
06/09/2022,A9646,Asmongold,124020,25815105,47638,30/07/2025,00:56:12,3548
06/09/2022,A9646,Asmongold,124020,25815105,47638,23/08/2025,00:40:05,4090
06/09/2022,A9646,Asmongold,124020,25815105,47638,11/08/2025,01:34:30,12296
06/09/2022,A9646,Asmongold,124020,25815105,47638,31/07/2025,00:44:14,5956
06/09/2022,A9646,Asmongold,124020,25815105,47638,31/07/2025,01:52:47,5009
06/09/2022,A9646,Asmongold,124020,25815105,47638,28/07/2025,01:48:10,2696
06/09/2022,A9646,Asmongold,124020,25815105,47638,09/08/2025,00:33:00,5109
06/09/2022,A9646,Asmongold,124020,25815105,47638,14/08/2025,00:23:57,13934
09/09/2022,T3871,TheGrefg,101937,16237397,17036,10/08/2025,01:33:33,8880
09/09/2022,T3871,TheGrefg,101937,16237397,17036,19/08/2025,02:11:52,12807
09/09/2022,T3871,TheGrefg,101937,16237397,17036,22/08/2025,00:02:56,14118
09/09/2022,T3871,TheGrefg,101937,16237397,17036,22/07/2025,00:25:51,15093
09/09/2022,T3871,TheGrefg,101937,16237397,17036,04/08/2025,02:22:02,14843
09/09/2022,T3871,TheGrefg,101937,16237397,17036,03/08/2025,02:11:28,16122
09/09/2022,T3871,TheGrefg,101937,16237397,17036,29/08/2025,00:33:42,18437
09/09/2022,T3871,TheGrefg,101937,16237397,17036,25/07/2025,01:02:43,5015
08/05/2021,Q6234,Quin69,132108,22813009,148350,19/07/2025,02:16:41,3174
08/05/2021,Q6234,Quin69,132108,22813009,148350,23/08/2025,00:07:55,18308
08/05/2021,Q6234,Quin69,132108,22813009,148350,18/08/2025,00:01:10,16086
08/05/2021,Q6234,Quin69,132108,22813009,148350,14/08/2025,01:30:52,4788
08/05/2021,Q6234,Quin69,132108,22813009,148350,10/08/2025,00:35:14,12006
28/06/2022,G9982,Gorgc,175130,19181711,17738,01/08/2025,00:09:48,15153
28/06/2022,G9982,Gorgc,175130,19181711,17738,19/07/2025,00:47:37,19223
28/06/2022,G9982,Gorgc,175130,19181711,17738,11/08/2025,02:10:12,17405
28/06/2022,G9982,Gorgc,175130,19181711,17738,10/08/2025,01:17:17,908
28/06/2022,G9982,Gorgc,175130,19181711,17738,29/07/2025,00:15:24,11048
28/06/2022,G9982,Gorgc,175130,19181711,17738,31/07/2025,00:00:54,7501
19/12/2023,M9073,Maximilian_DOOD,216021,24144005,29597,30/07/2025,01:10:29,1838
19/12/2023,M9073,Maximilian_DOOD,216021,24144005,29597,14/08/2025,00:56:04,14235
19/12/2023,M9073,Maximilian_DOOD,216021,24144005,29597,26/07/2025,01:55:00,18930
19/12/2023,M9073,Maximilian_DOOD,216021,24144005,29597,19/07/2025,00:11:12,8135
01/11/2023,I3408,IzakOOO,833587,30621257,471281,17/08/2025,01:59:28,16908
07/01/2023,S2034,sodapoppin,1400039,6781403,132224,16/08/2025,02:18:28,1661
07/01/2023,S2034,sodapoppin,1400039,6781403,132224,23/07/2025,00:13:00,16787
07/01/2023,S2034,sodapoppin,1400039,6781403,132224,27/07/2025,00:08:11,15938
07/01/2023,S2034,sodapoppin,1400039,6781403,132224,22/08/2025,00:33:06,6005
07/01/2023,S2034,sodapoppin,1400039,6781403,132224,05/08/2025,02:22:43,990
07/01/2023,S2034,sodapoppin,1400039,6781403,132224,11/08/2025,01:46:59,2040
07/01/2023,S2034,sodapoppin,1400039,6781403,132224,03/09/2025,00:25:54,8829
07/01/2023,S2034,sodapoppin,1400039,6781403,132224,18/07/2025,01:25:49,7906
25/05/2021,P6730,POW3Rtv,1052053,37351933,97838,24/08/2025,01:06:28,14093
03/06/2021,I5881,ibai,333090,15626904,27421,05/08/2025,02:02:00,4562
03/06/2021,I5881,ibai,333090,15626904,27421,10/08/2025,01:47:59,9662
03/06/2021,I5881,ibai,333090,15626904,27421,02/09/2025,02:02:21,2654
03/06/2021,I5881,ibai,333090,15626904,27421,26/07/2025,00:00:07,15195
03/06/2021,I5881,ibai,333090,15626904,27421,26/07/2025,00:54:54,3512
03/06/2021,I5881,ibai,333090,15626904,27421,24/08/2025,01:18:53,3608
03/06/2021,I5881,ibai,333090,15626904,27421,30/07/2025,00:48:11,4062
02/05/2021,R2373,RocketLeague,363343,19412227,107069,14/08/2025,00:26:27,18168
02/05/2021,R2373,RocketLeague,363343,19412227,107069,29/08/2025,02:14:40,4273
02/05/2021,R2373,RocketLeague,363343,19412227,107069,03/08/2025,01:21:19,6606
02/05/2021,R2373,RocketLeague,363343,19412227,107069,24/07/2025,01:10:27,16644
02/05/2021,R2373,RocketLeague,363343,19412227,107069,21/07/2025,01:02:19,767
02/05/2021,R2373,RocketLeague,363343,19412227,107069,01/08/2025,00:18:25,5407
25/01/2021,S7089,SypherPK,367486,17151766,71933,25/07/2025,01:44:45,19995
25/01/2021,S7089,SypherPK,367486,17151766,71933,22/07/2025,02:21:37,12332
25/01/2021,S7089,SypherPK,367486,17151766,71933,15/08/2025,00:31:24,8741
25/01/2021,S7089,SypherPK,367486,17151766,71933,26/08/2025,02:28:33,15086
24/10/2022,N3998,NickEh30,243137,28789066,115737,15/07/2025,00:30:02,7288
24/10/2022,N3998,NickEh30,243137,28789066,115737,17/08/2025,01:21:10,14777
24/10/2022,N3998,NickEh30,243137,28789066,115737,08/08/2025,00:15:31,4452
24/10/2022,N3998,NickEh30,243137,28789066,115737,15/08/2025,02:27:38,10076
24/10/2022,N3998,NickEh30,243137,28789066,115737,23/08/2025,02:26:46,12912
06/08/2022,L9923,Lord_Kebun,1108422,14789437,44758,22/07/2025,01:06:20,17269
06/08/2022,L9923,Lord_Kebun,1108422,14789437,44758,26/08/2025,02:08:25,8581
06/08/2022,L9923,Lord_Kebun,1108422,14789437,44758,01/08/2025,01:36:50,9471
06/08/2022,L9923,Lord_Kebun,1108422,14789437,44758,15/08/2025,00:00:51,14379
06/08/2022,L9923,Lord_Kebun,1108422,14789437,44758,15/08/2025,02:17:02,17832
06/08/2022,L9923,Lord_Kebun,1108422,14789437,44758,27/07/2025,01:29:25,6948
06/08/2022,L9923,Lord_Kebun,1108422,14789437,44758,17/08/2025,01:49:19,7643
06/08/2022,L9923,Lord_Kebun,1108422,14789437,44758,23/07/2025,00:31:54,4990
17/04/2023,Y7584,ybicanoooobov,280538,31029241,146577,22/07/2025,00:11:29,9196
17/04/2023,Y7584,ybicanoooobov,280538,31029241,146577,22/08/2025,00:04:54,16587
17/04/2023,Y7584,ybicanoooobov,280538,31029241,146577,17/07/2025,00:37:01,16817
13/01/2022,G4940,GRONKH,946280,12708431,45631,28/07/2025,01:18:30,3092
13/01/2022,G4940,GRONKH,946280,12708431,45631,31/07/2025,00:20:23,9141
13/01/2022,G4940,GRONKH,946280,12708431,45631,04/08/2025,01:35:28,13190
13/01/2022,G4940,GRONKH,946280,12708431,45631,03/08/2025,01:22:48,1635
23/11/2023,A6396,Agraelus,517248,24523589,51854,19/07/2025,01:42:45,11349
23/11/2023,A6396,Agraelus,517248,24523589,51854,27/08/2025,00:50:58,4866
09/09/2022,R7088,ROSHTEIN,35986,10445269,17513,20/07/2025,01:47:45,1024
09/09/2022,R7088,ROSHTEIN,35986,10445269,17513,19/07/2025,01:18:42,9899
09/09/2022,R7088,ROSHTEIN,35986,10445269,17513,27/07/2025,00:13:31,8771
09/09/2022,R7088,ROSHTEIN,35986,10445269,17513,16/08/2025,01:48:19,18554
09/09/2022,R7088,ROSHTEIN,35986,10445269,17513,30/07/2025,01:56:26,11810
09/09/2022,R7088,ROSHTEIN,35986,10445269,17513,29/08/2025,01:15:13,19151
09/09/2022,R7088,ROSHTEIN,35986,10445269,17513,31/07/2025,01:45:48,7920
08/03/2022,Y3578,Yassuo,547018,18105470,68813,02/09/2025,01:46:35,19671
08/03/2022,Y3578,Yassuo,547018,18105470,68813,27/07/2025,00:25:53,4334
08/03/2022,Y3578,Yassuo,547018,18105470,68813,17/08/2025,02:09:52,1242
08/03/2022,Y3578,Yassuo,547018,18105470,68813,27/07/2025,01:49:51,996
08/03/2022,Y3578,Yassuo,547018,18105470,68813,10/08/2025,00:11:37,2771
08/03/2022,Y3578,Yassuo,547018,18105470,68813,22/08/2025,00:23:09,5935
22/04/2021,C2677,CohhCarnage,108438,12068376,457060,03/08/2025,01:47:24,5331
22/04/2021,C2677,CohhCarnage,108438,12068376,457060,19/08/2025,00:41:20,12453
22/04/2021,C2677,CohhCarnage,108438,12068376,457060,08/08/2025,01:53:06,18100
22/04/2021,C2677,CohhCarnage,108438,12068376,457060,28/07/2025,01:43:14,14458
22/04/2021,C2677,CohhCarnage,108438,12068376,457060,24/08/2025,01:56:00,11208
22/04/2021,C2677,CohhCarnage,108438,12068376,457060,26/08/2025,02:21:25,10644
22/04/2021,C2677,CohhCarnage,108438,12068376,457060,23/08/2025,02:14:36,856
22/04/2021,C2677,CohhCarnage,108438,12068376,457060,09/08/2025,00:28:31,16725
05/03/2022,A8839,auronplay,29752,20715640,14181,01/09/2025,02:18:18,7067
05/03/2022,A8839,auronplay,29752,20715640,14181,29/07/2025,01:53:41,18185
05/03/2022,A8839,auronplay,29752,20715640,14181,02/09/2025,00:31:30,18251
05/03/2022,A8839,auronplay,29752,20715640,14181,08/08/2025,00:01:25,12813
05/03/2022,A8839,auronplay,29752,20715640,14181,05/08/2025,00:12:20,12323
05/03/2022,A8839,auronplay,29752,20715640,14181,26/08/2025,02:24:32,7546
05/03/2022,A8839,auronplay,29752,20715640,14181,12/08/2025,02:13:23,7487
05/03/2022,A8839,auronplay,29752,20715640,14181,17/07/2025,02:22:22,19214
05/03/2022,A8839,auronplay,29752,20715640,14181,15/07/2025,00:42:52,17562
17/05/2022,O6698,OverwatchLeague,83198,27099682,254493,18/07/2025,00:37:32,10345
17/05/2022,O6698,OverwatchLeague,83198,27099682,254493,23/08/2025,01:06:44,13805
08/05/2021,Z9381,ZeratoR,68557,15548337,24923,24/07/2025,02:15:59,12235
08/05/2021,Z9381,ZeratoR,68557,15548337,24923,26/08/2025,00:15:29,15684
08/05/2021,Z9381,ZeratoR,68557,15548337,24923,04/08/2025,02:09:43,17342
08/05/2021,Z9381,ZeratoR,68557,15548337,24923,03/08/2025,01:00:27,1757
10/07/2023,S2112,saddummy,723082,7527027,74199,17/07/2025,01:59:03,16848
10/07/2023,S2112,saddummy,723082,7527027,74199,14/08/2025,00:38:55,17153
10/07/2023,S2112,saddummy,723082,7527027,74199,03/09/2025,01:51:36,11609
10/07/2023,S2112,saddummy,723082,7527027,74199,16/07/2025,01:41:04,5658
10/07/2023,S2112,saddummy,723082,7527027,74199,26/07/2025,00:37:45,3743
10/07/2023,S2112,saddummy,723082,7527027,74199,01/08/2025,01:15:30,14500
22/06/2022,T1255,Trainwreckstv,238257,17102146,78741,28/08/2025,00:13:33,3300
22/06/2022,T1255,Trainwreckstv,238257,17102146,78741,01/08/2025,01:03:15,11185
22/06/2022,T1255,Trainwreckstv,238257,17102146,78741,18/07/2025,01:46:47,14616
22/06/2022,T1255,Trainwreckstv,238257,17102146,78741,31/08/2025,01:22:29,17417
16/10/2023,T9471,TeePee,244295,8815201,96236,24/08/2025,01:30:16,15089
16/10/2023,T9471,TeePee,244295,8815201,96236,07/08/2025,00:31:41,18227
20/10/2022,D3058,dota2mc_ru,132125,20334558,23555,17/08/2025,00:53:03,5984
20/10/2022,D3058,dota2mc_ru,132125,20334558,23555,01/09/2025,00:16:57,6867
20/10/2022,D3058,dota2mc_ru,132125,20334558,23555,19/08/2025,02:26:27,9737
20/10/2022,D3058,dota2mc_ru,132125,20334558,23555,19/08/2025,00:48:03,14400
20/10/2022,D3058,dota2mc_ru,132125,20334558,23555,29/08/2025,01:12:57,15749
20/10/2022,D3058,dota2mc_ru,132125,20334558,23555,25/08/2025,01:47:32,1133
20/10/2022,D3058,dota2mc_ru,132125,20334558,23555,01/08/2025,01:51:52,1391
18/02/2021,E2858,Evelone192,315910,21104122,113167,21/08/2025,02:13:42,5795
18/02/2021,E2858,Evelone192,315910,21104122,113167,31/07/2025,00:23:40,13594
18/02/2021,E2858,Evelone192,315910,21104122,113167,22/07/2025,01:40:45,12993
18/02/2021,E2858,Evelone192,315910,21104122,113167,20/07/2025,01:31:45,6127
18/02/2021,E2858,Evelone192,315910,21104122,113167,18/08/2025,00:01:01,1169
18/02/2021,E2858,Evelone192,315910,21104122,113167,27/08/2025,01:03:01,8525
18/02/2021,E2858,Evelone192,315910,21104122,113167,01/09/2025,01:37:07,5338
28/10/2023,M5335,Method,558107,14533643,40497,16/07/2025,01:12:20,6192
28/10/2023,M5335,Method,558107,14533643,40497,31/07/2025,01:19:09,14460
28/10/2023,M5335,Method,558107,14533643,40497,24/08/2025,00:22:16,19269
18/01/2023,E6652,elded,763489,15894732,26141,11/08/2025,01:46:31,11431
18/01/2023,E6652,elded,763489,15894732,26141,22/08/2025,01:00:56,15538
18/01/2023,E6652,elded,763489,15894732,26141,27/08/2025,00:30:10,16520
02/12/2021,C3989,csgomc_ru,29549,18572922,7441,03/08/2025,02:02:46,1205
02/12/2021,C3989,csgomc_ru,29549,18572922,7441,05/08/2025,01:31:52,9095
02/12/2021,C3989,csgomc_ru,29549,18572922,7441,10/08/2025,02:04:47,10533
02/12/2021,C3989,csgomc_ru,29549,18572922,7441,16/08/2025,01:16:28,19757
02/12/2021,C3989,csgomc_ru,29549,18572922,7441,29/08/2025,01:09:44,10271
02/12/2021,C3989,csgomc_ru,29549,18572922,7441,13/08/2025,01:33:11,18474
25/10/2022,S7446,SolaryHS,672978,20881140,65543,27/07/2025,01:43:22,2542
25/10/2022,S7446,SolaryHS,672978,20881140,65543,17/07/2025,01:02:47,12258
10/01/2023,G7015,GamesDoneQuick,37883,12800182,13080,16/07/2025,00:58:54,8957
10/01/2023,G7015,GamesDoneQuick,37883,12800182,13080,25/07/2025,02:08:28,2746
10/01/2023,G7015,GamesDoneQuick,37883,12800182,13080,31/07/2025,01:23:41,10983
10/01/2023,G7015,GamesDoneQuick,37883,12800182,13080,14/08/2025,00:55:28,14589
10/01/2023,G7015,GamesDoneQuick,37883,12800182,13080,16/08/2025,02:05:37,5691
10/01/2023,G7015,GamesDoneQuick,37883,12800182,13080,30/07/2025,01:13:51,19119
10/01/2023,G7015,GamesDoneQuick,37883,12800182,13080,26/07/2025,02:20:57,806
10/01/2023,G7015,GamesDoneQuick,37883,12800182,13080,15/08/2025,00:05:30,17856
26/10/2021,S1145,Sardoche,167704,15136396,55752,04/08/2025,02:19:31,6024
26/10/2021,S1145,Sardoche,167704,15136396,55752,16/08/2025,02:21:50,13885
26/10/2021,S1145,Sardoche,167704,15136396,55752,16/07/2025,00:31:47,19043
26/10/2021,S1145,Sardoche,167704,15136396,55752,17/08/2025,00:25:16,17899
26/10/2021,S1145,Sardoche,167704,15136396,55752,22/07/2025,00:59:15,8627
26/10/2021,S1145,Sardoche,167704,15136396,55752,18/07/2025,02:18:18,16201
26/10/2021,S1145,Sardoche,167704,15136396,55752,28/07/2025,00:43:28,16610
23/05/2022,N8032,nl_Kripp,495072,23271722,69009,25/07/2025,02:23:35,4216
23/05/2022,N8032,nl_Kripp,495072,23271722,69009,16/07/2025,00:36:37,2865
